review_id,review_text,rating,verified_purchase
en_0588888,"Love the product when it comes to lash growth

Love the product when it comes to lash growth, but it didnt help my daughters eczema. I did not see any difference on my child skin.",3,True
en_0086113,"Doesn't work at all.

My dog never stops pulling and still chokes.",2,True
en_0866470,"Not cotton candy scent

So nasty, I want the actual original scent already and I can’t find it anywhere ): it came in a plastic sandwich bag and the tops were tampered with- don’t waste your time.",1,True
en_0817751,"Shipping problem, unable to fix!

More than 1/2 missing...first time ever it was shipped w/out tape on top, and w/out being placed in plastic bag. Very poor shipping",1,True
en_0186201,"Lifts off screen

Worked well for about a day. Application was easy & flawless. After a day or two it starts to lift off the screen, making it hard to press the icons you need to. It came in a 2 pack. Tried both, had same experience.",2,True
en_0708710,"Okay

This might be suited well for four year olds. The words were a little hard to read due to font/page colors.",3,True
en_0912925,"DONT BUY!!!

Terrible! The sides came off and I have not even had them for a week. They are not stiched the sides are glued!",1,True
en_0145206,"Very disappointing

We have had this ladder installed on our dock for less than six weeks and I believe the pictures speak for themselves.",1,True
en_0927743,"Sweet.

Great! Easy to assemble and looked sweet for my daughter’s first birthday.",5,True
en_0321599,"worked perfect - had a wool runner in the hall - ...

worked perfect - had a wool runner in the hall - this took the slip right out of it! very happy",5,False
en_0308687,"Hit and Miss

They're pretty good. They aren't very uniform in flavor or texture, though. Some bears are really spicy, some barely taste spicy at all. Some bears are really chewy, others are more smooth. From my experience, the chewier the bear, the less spicy it is. It's frustrating not getting the flavor and texture you want from each and every bear. Someone needs to be doing some quality checking on these cinnamon bears.",4,True
en_0319621,"Falling apart

2 out of the 3 cables no longer work after one month. Pretty disappointing.",2,True
en_0447126,"Pretty but.....

Computer is sleek & sharp looking. The gold stands out nicely and the keypad is easy to use. My only concern is the screen. It tends to randomly flicker on & off. The process only lasts about 4 seconds, but the fact that it happens is a concern.",3,True
en_0411102,"It's mot stereo, they can't be used together

Comfortable earbuds, don't hurt ear like others. But it's not stereo, it's only mono. As only one ear bud can be used at a time. can be used at a time.",3,True
en_0301754,"Good When It Worked...

It was good when it worked but.... It had no longevity. It lasted less than four months. From what I've read in the paperwork, There's no warranty listed past 30 days, so be aware when you make the purchase. Otherwise, the form factor is great. Maybe mine is faulty with lose wires. (That's usually my luck). But a 30 day warranty is too little. I will check on those more on my future purchases.",1,True
en_0307979,"An exellent book

An excellent content guidebook from the Author. Well written and has excellent content. If you want to learn more then purchase this guide and follow up serial-wise. Suggested!",5,False
en_0244133,"Comfortable & Stylish but...

Be aware it is much more difficult (at least mine is) to release from the apple watch and sometimes gets stuck. I've several times had to ask my husband for help as I cannot get it to release from the watch. Very cute though! I wear it with a matching scarf and so far everyone loves it!",4,True
en_0579949,"👍

Strictly a product review because the distributor was great. The product came in great shape. When you use it per the instructions, the product leaks out on the hole on top if you are trying to make a big batch of rice. I put a paper towel over the hole in the lid, but it does not allow the steam to escape like it is suppose to. It does not create sticky rice that way. The next time I will try to put paper towel under the machine. It will still make a mess. Some one else might have a better result. This is only the result that I had. I still got good rice with it.",4,True
en_0221687,"Great product for a great price!

These are really nice, sturdy bags for a great price! Perfect size, too. I was definitely pleasantly surprised when they arrived.",5,True
en_0023963,"I'm not sure if it's just because of the curved ...

I'm not sure if it's just because of the curved edges or if it's the screen protector but it doesn't stay very well and it clicks when you press on it.",3,True
en_0707510,"Two Stars

Looks good. But I didn't realize it said ice blue.. I meant to order ice white.",2,True
en_0369730,"Soft over ears.

A little tight over my head. But otherwise great. The material over your ears is soft, blue tooth connects easily and battery lasts a long time.",4,True
en_0669134,"Don’t waste your money

Horrible product.. this doesn’t work. I wish I could get my money back or an official Alexa smart plug.",1,True
en_0113701,"Simply wonderful story!

I really enjoyed reading your book and will continue to read more of your work.Looking forward to the next one.",4,True
en_0517702,"Came missing a piece.

The first item came missing the bird on the angels arm. They sent out a new one right away and I received it quickly. Am happy with the ornament, but have to find time to return the damaged one now.",4,True
en_0244584,"One Star

I never received the item I purchased. The status of the item says delivered... but was not.",1,True
en_0363414,"Works Fine

Works just fine the The XLR female adapter don’t look strong enough I don’t know how long will it last.",4,True
en_0566037,"Late delivery

Dont trust the delivery date. We purchased the product because it was Amazon prime received 5 days later",3,True
en_0683930,"Great purchase

Love these, wanted to get away from plastic straws and found these on Amazon. Great assortment (short, tall, bent, straight), silicone tips are a nice bonus, cleaning wands work great. I put the angled ones in the dishwasher and they don't fall through the silverware holder. I've not had any issues with metal taste, these are working out great.",5,True
en_0739910,"Pants feel like a windbreaker!

Although the description says cotton blend, the tags in the garment say 100% cotton. It is ABSOLUTELY NOT 100% cotton!!!! The pants feel like a windbreaker, not what I expected. Although it is very cute, I would not have purchased it if I would have known this was the material.",2,True
en_0929025,"Home buttons barely work now, but the bumper buttons work again.

I've needed to replace the bumpers in like 5 xbox controllers over the last couple years (intentionally flawed xbox controller design?) and it always seems to mess up the home button, making them hard to press and not spring back like they should. These were not any different. However...These had less extra plastic hanging off of them than the others I've bought, and they didn't show up broken or break during installation. So the home buttons are stiff but the bumpers work again.",3,False
en_0107347,"Can’t see through it if it rains.

I have 2 problems with this decal. First, there was no adhesive on the bottom right hand side. I used a piece of the excess material cut from another part of the decal to stick it on the window. Second, I couldn’t see through the rear window at all when it rained. I contacted the supplier about the missing adhesive and he said he could send a replacement. However, I am worried about not being able to see out the back window when it rains. I am leaning toward returning the decal but I am not sure if I can get it off the window and back on the paper backing for a return.",2,True
en_0842138,"Super soft. Super grippy.

Soooo soft and it stays put!",5,True
en_0673724,"Stock up on extra filters

Works great with my 55 gallon tank. The set up was very easy to install.",5,True
en_0817261,"Works Good

Not as bright as I had hoped and seem better suited for walkway lights. I will keep them",4,True
en_0744834,"Smells good

Presumably it takes a couple of weeks for the skin to peel off after you use this exfoliating mask, so I don't know if it actually works. It does, however, smell good and makes your feet soft.",4,False
en_0466525,"Sturdy Case.

I ordered this for my 6th generation ipod touch, that I bought for business purposes. It is very sturdy and protects the ipod well. I definitely feel it will protect it well.",5,True
en_0281935,"Nice

Used them to decorate my cake table with a balloon garland.",4,True
en_0503343,"Great album, bad pressing.

I ordered this, got a cool color pink vinyl, played the b-side and it skipped several times. Well, bummer. I called amazon, got a replacement sent, same color vinyl arrived with the same skipping in the same places. Had another replacement sent. Same color, same... you get the point.",1,True
en_0645108,"Great film... classic coming of age

Great film... classic coming of age",4,True
en_0728243,"May work

Worked well on glasses and some jewelry. Liquid silver earrings did not come clean",3,True
en_0870831,"Not for big bras

I love the 24 and 8 cell organizers. My drawers are so much neater. My bras don't even come close to fitting.",4,True
en_0212201,"I took my shot and lost

As with all the bad reviews, mine showed up broken. The largest bowl was shattered and 2 of the little ones were chipped. I didnt want to bother sending back so I threw the bad ones away and gave what was left to my daughter.",1,True
en_0820815,"The clock isn't bad, but the instructions are terrible

The clock isn't bad, but the instructions are terrible. They are actually incorrect for how to set the time zone. For as long as Americans have been importing, one would think Chinese to English translators would have figured things out by now.",3,False
en_0956081,"It's a 2

Helped a little. Nothing to write home about.",2,True
en_0589646,"Lee likes it!!!

I do see a difference in my skins texture, Lee likes it!!!",5,True
en_0151337,"These lights are cool as hell

These lights are cool as hell! Comes with a remote. I’ve had them running for a solid 2 weeks since I got them and had no problems yet.",5,False
en_0376447,"Great Wallet - Nerf This!

A great addition to my D.va attire! It's very nicely made and fits all my cards and money perfectly. (\_/) (o.o)",5,True
en_0859547,"Very cute and good quality

I’d give it 5 stars if it didn’t fall out of my daughter’s ear and she lost it. :( They’re adorable and so pretty.",4,True
en_0635386,"Meets Expectations!

I was able to install myself which was a total surprise. It was a perfect replacement for my front door",5,True
en_0911011,"Overall helpful..

Some of the bags ripped bc I think I added too much stuff so be careful, so just added tape Lol Another thing is that some of the bags don't work well but others do. Sooo within this bag not all of them keep the air out over time, that doesn't mean they aren't all bad though. I'm a student that has limited closet space since I live with a roommate so these were overall helpful when I had to move.",4,True
en_0611369,"The egg cups are plastic; it works, but you should know that.

The product works well, but you should know that the little cups for the eggs are plastic, not metal. I did not - I guess I did not read enough before I bought - and I was a little disappointed about that. They work just fine, and poach eggs. But I have seen this same product come in all metal, and that is what I thought I was buying.",4,True
en_0095800,"Great, if you make an easy modification

Gave this a three star rating because the “sticky” bottom is not very sticky at all. The issue is that when you grab your phone from the mount, the whole thing wants to come with it. So you have to use both of your hands; one to hold the phone mount down while the other pulls the phone from it. It would be nice if you could just use one hand to grab your phone and not have the whole thing move. I ended up getting double sided sticky tape to hold it in place, I’m happy now. I gave a three star rating because of the hassle this caused me. The suction cups work extremely well though! It also came with two cords, 1) usb to usb c and 2) a usb c to usb c. This was not mentioned in the details section.",3,True
en_0634546,"Does not remove hair well...

Does not remove hair well. Disappointed",2,True
en_0321569,"Simple Easy To Use And See Results Fast Ketone Test Strips

The product came in on time with no defects to its container/ box. The product is easy to use and you will know what your ketone test results are once you follow the instructions it gives. Simply wait 40 seconds and you can compare the color of the strip to the actual ketone color from trace to large. You can monitor it daily since it contains 100 strips for testing. It’s amazing on how the product can determine your ketone results from home or anywhere you go. The container the strips are in is easy to have it on as a carry on and good for travel. I recommend this to all that needs to know what hour they’re body is at the most ketosis time and if they need it for travel; very convenience to have.",5,True
en_0483613,"Glad I bought this

I will never trim a baby's nails again!! This works very well and makes nail care much easier. My 3 month old giggled the whole time I filed hers!",4,True
en_0368935,"Not for me...

I'll start off by saying I have fine hair but a lot of it. I need high heat to dry it. This dryer did not dry my hair quickly and it is not lightweight. The low speed and high heat was taking forever and didn't seem to get very hot, and the high speed blows your hair around WAY too much. It did not do the job for me at all, it's going back.",2,False
en_0703650,"Not my favorite but still great.

Not the biggest fan of the chai flavor in it. Especially in the morning. Probably sticking with normal vanilla from now on.",3,True
en_0195792,"it Has a dual function as a hand held vacuum

I especially liked that the hand held vacuum could be detached from the stick. The suction was strong on our hardwood floors and appeared to pick up pet hairs very well.",4,True
en_0408504,"A Theatre Person's Delight

Loved the stories, just wish it was twice as long. Makes an exceptional gift for your theatre buff friend :)",5,True
en_0264371,"very good and entertaining.

A surprisingly great short suspense, ranging from horror to detective novels. Great author and great writing. Not edge of your seat stuff but definitely appreciating the writing. The story generally is very good and entertaining.",4,True
en_0905791,"Things are good, I am very satisfied!

Things are good, I am very satisfied!",4,True
en_0273230,"meh. sad face

I returned it, I don't have the same shape as the women in the picture. or I just have bad self esteem.. I didn't like it, but all the girls in the reviews looked so good! jealous.",3,False
en_0738045,"Broke within an hour

The minute hand just came off and stopped moving",1,True
en_0672116,"Nice looking, minimal vibration.

I wanted a fountain my cat could drink from and low to zero vibration to put on the same table with my aquarium. This seems to fit the bill! If you're looking for water sounds,, this is probably not the fountain for you.",5,True
en_0186164,"Two Stars

Did not stand up to my month old Siberian Husky. It is not chew resistant.",2,True
en_0596438,"Holy cow!

This book is a tornado of fun. Mystery, action, more mystery, and more action. As fantastical as it all is nevertheless all the characters are believable and all of the situations work logically. Chose the time when you want to start this book with care. You might be late for work.",5,True
en_0198225,"Great product, but fingerprint recognition sometimes doesn’t happen.

Solid construction. Setup is not bad. It holds several fingerprints, but sometimes does not open on the first try. If you are looking for quick response, do not get a fingerprint vault.",4,True
en_0435928,"Fresh clean feel

I have been using this for years but this was the first time I ordered from Amazon. I did not compare the correct size so I will not buy again it is cheaper in the grocery store. BUT, overall I love this stuff. The natural ingredients are something I look for and this taste better than others.",4,True
en_0277489,"Multicolored lights switch to red instead of multicolored.

I like that the lights last for awhile, but the lights start out as multicolored and switch to just red.",2,True
en_0977024,"Great customer service

Originally I received the wrong item with wrong name and was immediately disappointed. Worried that we wouldn’t have it before the baby was born. I immediately contacted them on their website. She was so nice and had a new made and shipped immediately. It’s perfect! Super fast and great quality. Would recommend to everyone!",5,False
en_0511497,"This has no camera built in...

I guess I didn’t realize when I purchased this; their is no camera. It’s just a motion light that can then activate a camera. When I saw it advertised I assumed it was to compete with the Ring Light which has a camera and audio. I could put a $20 motion light next to my existing Arlo and get the same results.",2,True
en_0460573,"Easy to use and adjust

It works as described. Really easy to use and adjust.",4,True
en_0491100,"Not worth the money.

It isn’t worth $28, carried it two days in my pocket and the case turned blue from touching my blue jeans. It looks dirty and old now, and within hours of carrying this case there are two big scratches on the back, and it was strictly normal use. I have no idea what made the scratches, it was never dropped. This case scratches easily and shows other colors. Very sorry I bought it. Mine is the rose color. It was pretty for about 6 hours and now I regret buying it.",2,False
en_0193057,"It fitted perfectly and I love the bright yellow

Lovely dress! It fitted perfectly and I love the bright yellow.",4,True
en_0387069,"Great toner for combination/oily/dry skin

I use this product as a toner in my make up/skin care routine. I really like this product because it goes on light, dries quickly and really makes my face feel and look clean. So when I put on my foundation, it goes on incredibly smooth! I have combination skin, borderline oily (especially my T-zone) and it does a great job drying up the oil. So if you have super dry skin, this would still be okay, but pair with a stellar moisturizer! I would recommend. I'm excited to try the other products that they have as well!",5,True
en_0550283,"Falling Cover Plates

Lights installed in my new addition and working great with the dimmer switch, Now I see a different light cover on the floor, will need to add a tab of clear silicon to each cover to keep it in place",3,True
en_0413661,"Magnetic USB Cable

I change my mind this is a terribe item it only worked for 1 day o 2 amazon shouldnt allowed selling this trash on his page. I want my money back asap!!",1,True
en_0921021,"Five Stars

Allows our remote to survive being chewed on and thrown about the room.",5,True
en_0796456,"Good for the price.

I wish it was a little wider, but the dogs are getting used to it. I wish it was more stable, I feel like it could colapse.",4,False
en_0280858,"Missing reel handle

Nice rod and Reel. Reel was missing reel handle.",2,True
en_0228571,"Pretty good

Smaller then expected. Our cats absolutely love texture compared to others however difficult to clean (my cats puke sometimes)",3,True
en_0390819,"No separate battery to keep charged, excellent,trusted sound.

These fit the bill perfectly. While I have full over the ear headphones when I am at home, those are too bulky to carry on trips, especially anything involving plane flight, where size counts for carry on bags. I favor these over separate ear plugs that hang loose, and never fit my ear. And if that isn't enough, audio quality is nearly equal to a friend's loose fitting plugs that he paid almost $100 for. These have clear sound, minus just a touch of bass which is not surprising, while still giving a full body of sound. My cellphone has a built in equalizer, and some day I may attempt to improve the default sound by making a personalized setup for these headphones. But it should be noted that I do not feel any great urgency to do so, either. Hope this all helps!",5,True
en_0418988,"Nice Product, Works Well

Nice product, It does what it is suppose to do.",5,True
en_0260271,"Cute but was broken when received

The back part was splitting off the bottom which was a bummer I had to glue it and hold it in place for a while to get it to stick",2,False
en_0132395,"Four Stars

Comfortable and a decent price. A bit hard to set up the arm.",4,True
en_0261378,"and it gets pretty uncomfortable after a

Squeaky, the arms were a B to secure, and it gets pretty uncomfortable after a while",3,True
en_0376156,"Two Stars

How to i reboot my fitness tracker when it won't connect to the app",2,True
en_0473656,"Not so hot after all

I did not like it at all. It was watery and the color was yellowish and not a great consistency or coverage. Not at all what it was advertised as.",2,False
en_0090549,"Didn't work

Wasn't what I ordered didn't work properly at all very dissatisfied",1,True
en_0800993,"Great replacement charger(s)

So happy that the reset button worked as it should. This is a great replacement charger.",5,True
en_0800948,"Pros: Very attractive. Cons: I only give ...

Pros: Very attractive. Cons: I only give this necklace 2 stars because the chain seemed to flimsy and my concern was that it might break, therefore, unfortunately I had to return it.",2,True
en_0312235,"My dog hates me clipping her nails with regular clippers ...

My dog hates me clipping her nails with regular clippers! I am so bummed I waited so long to order these. It was a breeze",5,True
en_0902175,"Music is free

First one out of the container did not work no problems with the rest of them good price and easy to write on.",5,True
en_0862729,"Good

This is a great case for a 17.3 inch laptop which is my favorite size. However, the bag is not that padded. It would not protect the laptop well if it were accidentally dropped. I had one before that was well-padded, but had to get a new one. Overall, it is good, but I think it should have more padding to protect the laptop.",4,True
en_0458294,"I am not happy at all

I am not happy at all! The package was a mess! half of the shampoo was already out! It doesn't work on my hair!",1,True
en_0494023,"Very large fryer.

This product works but the taste of the food isn't what I was hoping for. It takes up A LOT OF ROOM, it's very heavy as well. Plus you can't really cook a lot at a time. cook book was not included either .",3,True
en_0746955,"Smooth action

Super cool and sturdy knife very happy",5,True
en_0540820,"Quality and durability. Won’t split or tear. We

I’m using these for my Easter Table favors. They were great quality and easy to use. Secondly I’ll be using them to fill my Easter deviled eggs.",5,True
en_0053563,"Unusable

These are horrible. Most of the pens don't work. Waste of money: do NOT buy",1,True
en_0174925,"Best feeder by far!

I absolutely love these feeders. They are super easy to use and clean. I like the fact that the base separates so you can clean the sticky out between uses.",5,True
en_0954350,"... I usually wear L and the XL is looks like meduim

Runs too small I usually wear L and the XL is looks like meduim",2,True
en_0660720,"I already buying 3 sets and just because all ways ...

I already buying 3 sets and just because all ways 0ne o those stop working si so what we can do to fixing this problem is bearly a year so we can replace for me please",1,True
en_0978312,"Love!

Love product... got as a gift for my first born 4 years ago and then bought again for my newborn now! The heartbeat sounds are perfect for soothing a baby!",5,True
en_0580113,"The puzzle was beautiful and fairly easy to put together

The puzzle was beautiful and fairly easy to put together, put the pieces are very flimsy and not totally interlocking. You cannot lift this puzzle up after putting it together. You would have to glue it first! We enjoyed putting together the different scenes and moving them to the right areas.",3,True
en_0354816,"Great..when it's not crashing every two minutes

It is an ok app if you can get it to work. Consistently crashes about every two minutes when trying to watch live tv... kinda pointless to have the app. Hopefully it will get the bugs worked out soon!",2,True
en_0152449,"Need to know if it removes fluoride

So I bought this pitcher and was really excited that on amazon it saids it removes fluoride! Well the book it came with does not say it does. I have contacted company about this and they said they would let me know. That was 2 weeks ago. This is false advertisment! Does anyone k ow for sure if it takes out fluoride????",1,True
en_0516594,"Pretty Small too

They did not work for my daughter. Not hard enough plastic to go through here belly ring hole. Pretty Small too!!",1,True
en_0603749,"not worth the money

even though i get it from preorder, its feels cheap and definitly not worth $60. i wouldnt buy it even if its $10",2,True
en_0380521,"Lid breaks

The lid broke on the these every other one on the first time it was removed. Had to keep giving out more lids. And therefore had less to sell less because I need the lids in order for the product to stay fresh",2,True
en_0047173,"Works with Taurus G2

This works well with my Taurus G2 Mil Pro. Have to wait to see if it holds up. I'm going to leave the batteries in to see how quickly they drain if just left in",4,True
en_0301163,"No Velcro

From the description ""Removable patch"" I assumed it meant velcro backed but NO VELCRO!!!!. Patch is cool and as a disabled veteran with a service dog, I like the patch.",1,True
en_0968660,"Great first bike

Bike is great. Only problem is when you are walking/pushing it if you have a toddler that can not steer or peddle for themselves you feet often kick the basket used for storage.",4,True
en_0925867,"Great for small adults

After reading reviews about it being small, I ordered it - since I'm a petite 5'0"" female - so glad I did! It fits my neck and shoulders so well. It's comfortable and soft, and gets decently hot. Mine definitely has an auto shut off, but it doesn't shut off for 2 hours, and can be turned off and on again and it heats back up. I've also used it on my lower back and abdomen with no trouble. Love it!",5,True
en_0072862,"This novel was a not only a beautiful romance but also a beautiful showcase of humanity.

Jewel E. Ann is not only one of my all time favorite writers but she is also one of the most versatile authors in the romance genre. All of her novels seem to combine several sub-genres into an entertaining and emotional reading experience that readers remember long after the last page has been read. I predict that Perfectly Adequate is going to touch many readers in a very personal way. The best way to describe this novel is the full ""human experience"" in all of it's glorious imperfections that make it absolutely wondrous ! Dr. Elijah Hawkins has experienced the worst kind of heartbreak when he and his wife divorced. His perfect marriage fell apart in an instance when his wife decided she no longer wanted to be married. There wasn't any reason other than she needed to be someone else rather than the person she had been all her life. She needed to change her life completely. The only thing that didn't change was her love for their young son. Now Elijah is dealing with heartbreak, trying to figure out what he did wrong so that he can fix it. He's a healer and he wants to heal his broken marriage until he meets the hospital's patient transporter Dorothy Mayhem. Dorothy is a ray of sunshine in his gloomy world. The trouble is that he doesn't know how to date and wooing her isn't easy. Dorothy is special because she is on the autism spectrum. Her life is balanced by her lists, her sense of order, and her unique personality. Just because she moves through life on her own specific terms does not mean she can't be a lover, a partner, a friend, or a parent. She just has to do it at her pace. Elijah loves everything about Dorothy. He's not put off by autism and he's not put off by her peculiar habits. He finds her quirks endearing and values her honesty. Her capacity to love with all of her being makes his world a better place. The ex-wife is starting to see what she lost and wants her husband back. Can Dorothy sacrifice her love for Elijah and his son so that they can rebuild their family. The choice may not be Dorothy's at all. They all have to listen to their hearts and stay true to themselves. They are all a part of the human spectrum. This novel was a not only a beautiful romance but also a beautiful showcase of humanity. I highly recommend reading this Perfectly Adequate by Jewel E. Ann.",5,True
en_0613872,"Possibly faulty unit

Let me start off by saying that I loved this product. I recommend it to my parent, siblings, and friends. The most recent unit I got might just be an outlier because it's thread fell apart after only a month and a half of use as shown in the pictures below, but I am skeptical if the quality control has possibly gone down. I'll consider giving a another unit a try to see if it also experiences a similar issue.",2,True
en_0095962,"Shake a Tail Feather

When I took it out of the packaging, feathers went everywhere. I took it outside and started shaking it to get all the loose feather off and the ground was full of black feathers so I stopped.",2,True
en_0818662,"It’s cut weird in the chest and not at all ...

It’s cut weird in the chest and not at all sizes correctly. I even went up A size just in case. Won’t order again",2,True
en_0416446,"BOTTLE WAS TAMPERED WITH

WHEN I TRIED TO OPEN BOTTLE< THE SEAL WAS MISSING-BO BOTTLE WAS OPENED AND TAMPERED WITH,SO I RETURNED ITEM",1,True
en_0147640,"Doesn't stick that well.

Doesn't stick that well. Not sure I'd use it for painting. Ok for a few projects with kids.",2,False
en_0634087,"Unacceptable! All candles damaged!!!

They shipped out my candles in a huge box with NO BUBBLEWRAP OR PADDING!!! I opened up a package of 100 damaged tea lights with wax everywhere. The carelessness is absolutely infuriating.",1,True
en_0988430,"Brittle and leaky

The crack in this picture resulted after the travel mug tipped over on my counter top. The mug was not dropped, it just tipped... I had the mug for only two months before it broke. I bought this travel mug after noticing the metal travel mug I previously used left a strange aftertaste on my tea and coffee. While I can say this mug doesn’t leave an aftertaste, it’s extremely brittle. I think most other ceramic products could have survived tipping over. Note, if you plan to store this in a side pouch of a backpack, be aware the rubber grip around the mug will grip to the fabric of your backpack make storing this mug a fight. Also, the top to this mug is by no means water tight. Do not expect any seal. Last but not least, there is no warranty on this product for accidental damage like tipping over, so when this inevitably occurs, there’s no forgiveness.",1,True
en_0892607,"Good quality for the price.

Very easy to put on phone. Seems to hold up good.",4,True
en_0410727,"Effective but short

This is a great hand tool but I wish the handle extended to be able to use it while standing or with more range.",3,True
en_0971298,"Terrible shipping time

This took over a month to get.",1,True
en_0279786,"Smaller than expected

Smaller containers than I expected",2,True
en_0850315,"Great

This book was rented. The renting process was easy.",5,True
en_0538506,"Timely shipping

Again, son in law beginning nursing school in January..product exactly as ordered.",5,True
en_0620785,"Perfect gift for a husband who practically lives in the bath

My husband loves to relax in the bath after a long day and I’m constantly looking for things to make his experience in there better. This was the perfect gift for him! The pillow is super comfy and definitely more pleasant than the edge of the bathtub digging into your shoulders. It does slip around a bit, but is easily solved by just readjusting. I love how well it dries out after use and hanging up to dry. I was a little worried that it would be a mold magnet, but so far it hasn’t been an issue. The drain cover was also a big hit for my husband. He was constantly complaining that he couldn’t fill his bath enough without it draining, so he loves this and it works like a charm!",4,True
en_0033184,"This life jacket is so comfortable. Perfect for kayaking

This life jacket is so comfortable. Perfect for kayaking! The front padding is a little thicker than a normal life jacket, but the sizing is true to size. Definitely recommend",4,False
en_0371314,"Good product.

Works better than a lot of the cheap versions you can purchase in stores for the same price. Plastic and metal used are of good quality. Was delivered about 2 or 3 weeks after I ordered but it was delivered.",4,True
en_0238261,"Assembly sucks but good end result

Took a long time to assemble instructions were terrible but end result was very nice",3,True
en_0598318,"Tech Support

I had a small problem with wire coming out of crimp on. called tech support and received some good information from Lynn at tech support. Good experience.",3,True
en_0202395,"Clifton Leather Checkbook cover Black Carbon Fibre

I love my new Checkbook Cover! I like the Idea that I can keep my credit card in it and it has the added Security!",5,False
en_0244608,"The chalk itself is one of the better ones on the market

I bought it for the holder and it's actually a bit too snug a fit. Makes it hard to get an old piece of chalk out. The chalk itself is one of the better ones on the market.",4,True
en_0366041,"that would be perfect

If it was longer, that would be perfect",4,False
en_0730247,"Great

These are very high quality ethernet cables. I'm very pleased.",5,True
en_0488873,"An Author is only as good as their word.

Where is Book 2? The Summer of 2018 is far behind us. When you said book 2 would be out for the summer, we’re you talking 2018 or 2019?",1,True
en_0637125,"Great quality curtain! Happy with my purchase.

The curtain did a fantastic job dividing the room! The material is good quality! No issues with it thus far!",5,True
en_0195525,"Responsive customer service

Bought cables in September, the cables look great and worked fine for a couple of months until one stopped working. Customer service was responsive when I contacted them and sent a replacement. The replacement stopped working after a month, but they said they will send another replacement. So far, one of my original cables is still going strong. I don't move the cables much, just leave them plugged in to adaptor in the outlet and resting on the table ready to charge phones.",4,True
en_0671501,"Disappointed

Did not get any results from the products.",1,True
en_0710087,"Good and recommend

Very fast delivery, can't wait to install and use it, didn't disappoint me, very good. The warm wind quickly blows my hands. The machine is not big but the drying speed is very fast and it only takes a few seconds to complete.",5,False
en_0398636,"STAINS EASILY

Arrived with a support piece cracked and then fell off. So do I go thru the hassle of trying to re-package it and send it back. More trouble than it's worth. Also, this table stains easily. Don't dare drop any small amount of liquid on this table. It's there forever. Even after I waxed it to protect the finish. Scratches easily. Had to buy a furniture stainer to cover up the scratches. All in all you get what you pay for. This was a mistake!",3,True
en_0411169,"NOT HAPPY.

This flashlight does not work to identify urine stains. Also, Amazon will not let me return it. NOT HAPPY.",1,True
en_0082254,"One set works great. The other two sets have to be turned ...

Order 3 sets of these to put on out pergola. One set works great. The other two sets have to be turned on every might which is a pain because the split panel is mounted on top of our pergola and we have to get the ladder to turn it back on. I love these lights when they are on. Looks great and will still recommend this product.",3,True
en_0097271,"Good for the price

Bought this for my electronic Piano. It has a great sound quality for the price. And everything is amazing, except for the wire, it is a little heavy for headphones and it is very annoying when you play piano.",4,True
en_0908675,"Clamp Anywhere Cupholder

I bought this drinks to go cupholder and was disappointed. I instead purchased the almost identical Chubby Cupholder which was much much better. The Chubby Cupholder has built in rubber on the clamp and once installed it won’t move. The Drink to Go cup holder has plastic on the clamp and will slide all over. The Chubby Cupholder profile is straight along the profile allowing many different cups to fit. The Drink to Go cupholder has a curved piece of plastic that will limit the number of cups it will accept. The Chubby Cupholder is only a couple bucks more expensive, but it has a better build quality and is more useful because it allows for a wider range of cups to fit. This Drinks to Go cupholder is a waste of money until they correct the design flaws.",1,True
en_0611146,"Did nothing

Purchased this to use on a painful, swollen knee. Used it in conjunction with NSAID & a knee brace. The hemp oil did nothing to help the pain. I’m giving 2 stars because it was very hydrating.",2,True
en_0615356,"Poor battery

Battery lasted for 17 months but it has been giving me issues for months. Getting extremely hot. Losing charge after only a few hours off use. Cutting off at 50% charge. Powering off and on repeatedly around 40%.",2,True
en_0233746,"Leaks!!

Steamer basket is too big for the bottom.....holes are not aligned and the water drips from them all over the counter...always a mess when using it...disappointed!!",2,True
en_0185162,"No actual change in behavior

Didnt see any difference in anxiety with my dog wearing this vest",1,True
en_0683610,"Good value for alternative charger, excessive heat issues, outstanding customer service.

The charger looks almost identical to the Apple oem charger. It operates effectively at a fraction of the cost of a branded charger. My only concern is that the charger itself seems to run much hotter that I expected. I don’t know how that will bode for longevity. But in the few weeks I have had it it has performed perfectly. The braided cable is a nice Aug 5th, 2019- update. The heat of the charger has become a greater problem than I had hoped. The brick heats up to the point that it is untouchable. I have to assume that this cannot be sustainable for daily use. Cannot recommend this project any longer. August 7, 2019 Update: I contacted Amazon regarding the heat problem and because I was past 30days post order, they referred me to the vendor. Fair enough and no surprise. I contacted the vendor not expecting an easy resolve to my problem. Surprisingly, I received an email from them less than 24hrs after I sent my query. Astoundingly, the reply was a clear apology for my experience and a full refund for my troubles. Amazon confirmed the credit to my credit card the next day. The vendor’s response was refreshing. No waiting for me to ship the charger back at my cost, just a quick and easy refund and kind note apologizing. I would not hesitate at recommending this vendor, period.",4,False
en_0566373,"Stopped working after a few months

Headset worked for a few months then cut in and out on calls. Very frustrating and disappointing. Buyer beware",2,True
en_0802381,"soft

you get what you pay for. fit fine but found some more expensive but well worth the money",3,True
en_0559872,"Yum Yum

I was desperate for this candy because I could not find it in any local store. However, price is too high, I won't get again due to that. But these things are delicious!",3,True
en_0594887,"Does not last very long

It stop working after about one week",1,True
